Country,Indicator,Percentile,Year,Value
USA,sptinc_p0p50_992_j_US,p0p50,1940,1.387
USA,sptinc_p0p50_992_j_US,p0p50,1941,1.454
USA,sptinc_p0p50_992_j_US,p0p50,1942,1.771
USA,sptinc_p0p50_992_j_US,p0p50,1943,188
USA,sptinc_p0p50_992_j_US,p0p50,1944,1.965
USA,sptinc_p0p50_992_j_US,p0p50,1945,1.582
USA,sptinc_p0p50_992_j_US,p0p50,1946,1.712
USA,sptinc_p0p50_992_j_US,p0p50,1947,1.728
USA,sptinc_p0p50_992_j_US,p0p50,1948,1.741
USA,sptinc_p0p50_992_j_US,p0p50,1949,1.709
USA,sptinc_p0p50_992_j_US,p0p50,1950,1.753
USA,sptinc_p0p50_992_j_US,p0p50,1951,1.838
USA,sptinc_p0p50_992_j_US,p0p50,1952,1.895
USA,sptinc_p0p50_992_j_US,p0p50,1953,1.929
USA,sptinc_p0p50_992_j_US,p0p50,1954,1.861
USA,sptinc_p0p50_992_j_US,p0p50,1955,1.877
USA,sptinc_p0p50_992_j_US,p0p50,1956,1.929
USA,sptinc_p0p50_992_j_US,p0p50,1957,1.922
USA,sptinc_p0p50_992_j_US,p0p50,1958,1.841
USA,sptinc_p0p50_992_j_US,p0p50,1959,1.819
USA,sptinc_p0p50_992_j_US,p0p50,1960,1.822
USA,sptinc_p0p50_992_j_US,p0p50,1961,1.768
USA,sptinc_p0p50_992_j_US,p0p50,1962,1.932
USA,sptinc_p0p50_992_j_US,p0p50,1963,1.892
USA,sptinc_p0p50_992_j_US,p0p50,1964,1.855
USA,sptinc_p0p50_992_j_US,p0p50,1965,1.903
USA,sptinc_p0p50_992_j_US,p0p50,1966,1.947
USA,sptinc_p0p50_992_j_US,p0p50,1967,2.073
USA,sptinc_p0p50_992_j_US,p0p50,1968,206
USA,sptinc_p0p50_992_j_US,p0p50,1969,2.127
USA,sptinc_p0p50_992_j_US,p0p50,1970,2.113
USA,sptinc_p0p50_992_j_US,p0p50,1971,2.043
USA,sptinc_p0p50_992_j_US,p0p50,1972,2.021
USA,sptinc_p0p50_992_j_US,p0p50,1973,2.044
USA,sptinc_p0p50_992_j_US,p0p50,1974,2.098
USA,sptinc_p0p50_992_j_US,p0p50,1975,2.042
USA,sptinc_p0p50_992_j_US,p0p50,1976,2.054
USA,sptinc_p0p50_992_j_US,p0p50,1977,2.026
USA,sptinc_p0p50_992_j_US,p0p50,1978,2.023
USA,sptinc_p0p50_992_j_US,p0p50,1979,2.035
USA,sptinc_p0p50_992_j_US,p0p50,1980,2.009
USA,sptinc_p0p50_992_j_US,p0p50,1981,197
USA,sptinc_p0p50_992_j_US,p0p50,1982,1.913
USA,sptinc_p0p50_992_j_US,p0p50,1983,1.834
USA,sptinc_p0p50_992_j_US,p0p50,1984,1.795
USA,sptinc_p0p50_992_j_US,p0p50,1985,1.782
USA,sptinc_p0p50_992_j_US,p0p50,1986,1.761
USA,sptinc_p0p50_992_j_US,p0p50,1987,1.736
USA,sptinc_p0p50_992_j_US,p0p50,1988,1.687
USA,sptinc_p0p50_992_j_US,p0p50,1989,1.698
USA,sptinc_p0p50_992_j_US,p0p50,1990,1.686
USA,sptinc_p0p50_992_j_US,p0p50,1991,1.671
USA,sptinc_p0p50_992_j_US,p0p50,1992,1.599
USA,sptinc_p0p50_992_j_US,p0p50,1993,1.612
USA,sptinc_p0p50_992_j_US,p0p50,1994,1.613
USA,sptinc_p0p50_992_j_US,p0p50,1995,1.575
USA,sptinc_p0p50_992_j_US,p0p50,1996,1.549
USA,sptinc_p0p50_992_j_US,p0p50,1997,1.526
USA,sptinc_p0p50_992_j_US,p0p50,1998,1.528
USA,sptinc_p0p50_992_j_US,p0p50,1999,1.518
USA,sptinc_p0p50_992_j_US,p0p50,2000,1.507
USA,sptinc_p0p50_992_j_US,p0p50,2001,1.528
USA,sptinc_p0p50_992_j_US,p0p50,2002,1.538
USA,sptinc_p0p50_992_j_US,p0p50,2003,1.508
USA,sptinc_p0p50_992_j_US,p0p50,2004,148
USA,sptinc_p0p50_992_j_US,p0p50,2005,1.436
USA,sptinc_p0p50_992_j_US,p0p50,2006,1.406
USA,sptinc_p0p50_992_j_US,p0p50,2007,1.433
USA,sptinc_p0p50_992_j_US,p0p50,2008,1.431
USA,sptinc_p0p50_992_j_US,p0p50,2009,1.426
USA,sptinc_p0p50_992_j_US,p0p50,2010,1.382
USA,sptinc_p0p50_992_j_US,p0p50,2011,1.354
USA,sptinc_p0p50_992_j_US,p0p50,2012,1.316
USA,sptinc_p0p50_992_j_US,p0p50,2013,1.344
USA,sptinc_p0p50_992_j_US,p0p50,2014,1.312
USA,sptinc_p0p50_992_j_US,p0p50,2015,1.318
USA,sptinc_p0p50_992_j_US,p0p50,2016,1.303
USA,sptinc_p0p50_992_j_US,p0p50,2017,1.346
USA,sptinc_p0p50_992_j_US,p0p50,2018,1.332
USA,sptinc_p0p50_992_j_US,p0p50,2019,1.357
USA,sptinc_p0p50_992_j_US,p0p50,2020,1.386
USA,sptinc_p0p50_992_j_US,p0p50,2021,1.382
USA,sptinc_p50p90_992_j_US,p50p90,1913,4.179
USA,sptinc_p50p90_992_j_US,p50p90,1914,4.134
USA,sptinc_p50p90_992_j_US,p50p90,1915,4.184
USA,sptinc_p50p90_992_j_US,p50p90,1916,4.085
USA,sptinc_p50p90_992_j_US,p50p90,1917,4.039
USA,sptinc_p50p90_992_j_US,p50p90,1918,4.127
USA,sptinc_p50p90_992_j_US,p50p90,1919,3.973
USA,sptinc_p50p90_992_j_US,p50p90,1920,4.104
USA,sptinc_p50p90_992_j_US,p50p90,1921,3.878
USA,sptinc_p50p90_992_j_US,p50p90,1922,3.969
USA,sptinc_p50p90_992_j_US,p50p90,1923,4.143
USA,sptinc_p50p90_992_j_US,p50p90,1924,4.012
USA,sptinc_p50p90_992_j_US,p50p90,1925,3.908
USA,sptinc_p50p90_992_j_US,p50p90,1926,388
USA,sptinc_p50p90_992_j_US,p50p90,1927,3.915
USA,sptinc_p50p90_992_j_US,p50p90,1928,3.826
USA,sptinc_p50p90_992_j_US,p50p90,1929,3.921
USA,sptinc_p50p90_992_j_US,p50p90,1930,3.979
USA,sptinc_p50p90_992_j_US,p50p90,1931,3.986
USA,sptinc_p50p90_992_j_US,p50p90,1932,3.847
USA,sptinc_p50p90_992_j_US,p50p90,1933,3.869
USA,sptinc_p50p90_992_j_US,p50p90,1934,3.778
USA,sptinc_p50p90_992_j_US,p50p90,1935,3.806
USA,sptinc_p50p90_992_j_US,p50p90,1936,3.779
USA,sptinc_p50p90_992_j_US,p50p90,1937,3.842
USA,sptinc_p50p90_992_j_US,p50p90,1938,3.872
USA,sptinc_p50p90_992_j_US,p50p90,1939,3.763
USA,sptinc_p50p90_992_j_US,p50p90,1940,3.719
USA,sptinc_p50p90_992_j_US,p50p90,1941,3.848
USA,sptinc_p50p90_992_j_US,p50p90,1942,3.997
USA,sptinc_p50p90_992_j_US,p50p90,1943,4.234
USA,sptinc_p50p90_992_j_US,p50p90,1944,4.428
USA,sptinc_p50p90_992_j_US,p50p90,1945,4.889
USA,sptinc_p50p90_992_j_US,p50p90,1946,4.593
USA,sptinc_p50p90_992_j_US,p50p90,1947,4.585
USA,sptinc_p50p90_992_j_US,p50p90,1948,4.373
USA,sptinc_p50p90_992_j_US,p50p90,1949,4.456
USA,sptinc_p50p90_992_j_US,p50p90,1950,4.341
USA,sptinc_p50p90_992_j_US,p50p90,1951,437
USA,sptinc_p50p90_992_j_US,p50p90,1952,4.441
USA,sptinc_p50p90_992_j_US,p50p90,1953,4.504
USA,sptinc_p50p90_992_j_US,p50p90,1954,4.541
USA,sptinc_p50p90_992_j_US,p50p90,1955,445
USA,sptinc_p50p90_992_j_US,p50p90,1956,4.499
USA,sptinc_p50p90_992_j_US,p50p90,1957,4.511
USA,sptinc_p50p90_992_j_US,p50p90,1958,4.609
USA,sptinc_p50p90_992_j_US,p50p90,1959,4.585
USA,sptinc_p50p90_992_j_US,p50p90,1960,4.627
USA,sptinc_p50p90_992_j_US,p50p90,1961,4.671
USA,sptinc_p50p90_992_j_US,p50p90,1962,4.453
USA,sptinc_p50p90_992_j_US,p50p90,1963,4.449
USA,sptinc_p50p90_992_j_US,p50p90,1964,4.446
USA,sptinc_p50p90_992_j_US,p50p90,1965,4.432
USA,sptinc_p50p90_992_j_US,p50p90,1966,4.419
USA,sptinc_p50p90_992_j_US,p50p90,1967,4.401
USA,sptinc_p50p90_992_j_US,p50p90,1968,439
USA,sptinc_p50p90_992_j_US,p50p90,1969,4.464
USA,sptinc_p50p90_992_j_US,p50p90,1970,4.533
USA,sptinc_p50p90_992_j_US,p50p90,1971,4.548
USA,sptinc_p50p90_992_j_US,p50p90,1972,4.537
USA,sptinc_p50p90_992_j_US,p50p90,1973,4.494
USA,sptinc_p50p90_992_j_US,p50p90,1974,4.546
USA,sptinc_p50p90_992_j_US,p50p90,1975,4.562
USA,sptinc_p50p90_992_j_US,p50p90,1976,4.558
USA,sptinc_p50p90_992_j_US,p50p90,1977,4.545
USA,sptinc_p50p90_992_j_US,p50p90,1978,4.576
USA,sptinc_p50p90_992_j_US,p50p90,1979,4.535
USA,sptinc_p50p90_992_j_US,p50p90,1980,4.607
USA,sptinc_p50p90_992_j_US,p50p90,1981,4.599
USA,sptinc_p50p90_992_j_US,p50p90,1982,4.626
USA,sptinc_p50p90_992_j_US,p50p90,1983,4.632
USA,sptinc_p50p90_992_j_US,p50p90,1984,4.557
USA,sptinc_p50p90_992_j_US,p50p90,1985,456
USA,sptinc_p50p90_992_j_US,p50p90,1986,4.605
USA,sptinc_p50p90_992_j_US,p50p90,1987,4.518
USA,sptinc_p50p90_992_j_US,p50p90,1988,4.388
USA,sptinc_p50p90_992_j_US,p50p90,1989,4.423
USA,sptinc_p50p90_992_j_US,p50p90,1990,4.437
USA,sptinc_p50p90_992_j_US,p50p90,1991,4.496
USA,sptinc_p50p90_992_j_US,p50p90,1992,4.458
USA,sptinc_p50p90_992_j_US,p50p90,1993,4.479
USA,sptinc_p50p90_992_j_US,p50p90,1994,4.472
USA,sptinc_p50p90_992_j_US,p50p90,1995,4.435
USA,sptinc_p50p90_992_j_US,p50p90,1996,4.371
USA,sptinc_p50p90_992_j_US,p50p90,1997,4.321
USA,sptinc_p50p90_992_j_US,p50p90,1998,4.281
USA,sptinc_p50p90_992_j_US,p50p90,1999,4.255
USA,sptinc_p50p90_992_j_US,p50p90,2000,4.218
USA,sptinc_p50p90_992_j_US,p50p90,2001,4.276
USA,sptinc_p50p90_992_j_US,p50p90,2002,4.311
USA,sptinc_p50p90_992_j_US,p50p90,2003,4.328
USA,sptinc_p50p90_992_j_US,p50p90,2004,4.278
USA,sptinc_p50p90_992_j_US,p50p90,2005,4.206
USA,sptinc_p50p90_992_j_US,p50p90,2006,4.164
USA,sptinc_p50p90_992_j_US,p50p90,2007,4.165
USA,sptinc_p50p90_992_j_US,p50p90,2008,4.214
USA,sptinc_p50p90_992_j_US,p50p90,2009,4.329
USA,sptinc_p50p90_992_j_US,p50p90,2010,4.231
USA,sptinc_p50p90_992_j_US,p50p90,2011,422
USA,sptinc_p50p90_992_j_US,p50p90,2012,4.126
USA,sptinc_p50p90_992_j_US,p50p90,2013,4.165
USA,sptinc_p50p90_992_j_US,p50p90,2014,413
USA,sptinc_p50p90_992_j_US,p50p90,2015,4.131
USA,sptinc_p50p90_992_j_US,p50p90,2016,4.165
USA,sptinc_p50p90_992_j_US,p50p90,2017,4.107
USA,sptinc_p50p90_992_j_US,p50p90,2018,4.085
USA,sptinc_p50p90_992_j_US,p50p90,2019,4.073
USA,sptinc_p50p90_992_j_US,p50p90,2020,4.172
USA,sptinc_p50p90_992_j_US,p50p90,2021,4.057
USA,sptinc_p90p100_992_j_US,p90p100,1913,4.312
USA,sptinc_p90p100_992_j_US,p90p100,1914,4.374
USA,sptinc_p90p100_992_j_US,p90p100,1915,4.302
USA,sptinc_p90p100_992_j_US,p90p100,1916,4.443
USA,sptinc_p90p100_992_j_US,p90p100,1917,4.498
USA,sptinc_p90p100_992_j_US,p90p100,1918,4.398
USA,sptinc_p90p100_992_j_US,p90p100,1919,459
USA,sptinc_p90p100_992_j_US,p90p100,1920,4.414
USA,sptinc_p90p100_992_j_US,p90p100,1921,4.738
USA,sptinc_p90p100_992_j_US,p90p100,1922,4.609
USA,sptinc_p90p100_992_j_US,p90p100,1923,4.369
USA,sptinc_p90p100_992_j_US,p90p100,1924,4.571
USA,sptinc_p90p100_992_j_US,p90p100,1925,4.721
USA,sptinc_p90p100_992_j_US,p90p100,1926,4.759
USA,sptinc_p90p100_992_j_US,p90p100,1927,4.707
USA,sptinc_p90p100_992_j_US,p90p100,1928,4.823
USA,sptinc_p90p100_992_j_US,p90p100,1929,4.696
USA,sptinc_p90p100_992_j_US,p90p100,1930,463
USA,sptinc_p90p100_992_j_US,p90p100,1931,4.634
USA,sptinc_p90p100_992_j_US,p90p100,1932,483
USA,sptinc_p90p100_992_j_US,p90p100,1933,4.798
USA,sptinc_p90p100_992_j_US,p90p100,1934,4.906
USA,sptinc_p90p100_992_j_US,p90p100,1935,481
USA,sptinc_p90p100_992_j_US,p90p100,1936,4.835
USA,sptinc_p90p100_992_j_US,p90p100,1937,4.746
USA,sptinc_p90p100_992_j_US,p90p100,1938,471
USA,sptinc_p90p100_992_j_US,p90p100,1939,4.858
USA,sptinc_p90p100_992_j_US,p90p100,1940,4.894
USA,sptinc_p90p100_992_j_US,p90p100,1941,4.698
USA,sptinc_p90p100_992_j_US,p90p100,1942,4.232
USA,sptinc_p90p100_992_j_US,p90p100,1943,3.886
USA,sptinc_p90p100_992_j_US,p90p100,1944,3.606
USA,sptinc_p90p100_992_j_US,p90p100,1945,3.529
USA,sptinc_p90p100_992_j_US,p90p100,1946,3.695
USA,sptinc_p90p100_992_j_US,p90p100,1947,3.688
USA,sptinc_p90p100_992_j_US,p90p100,1948,3.887
USA,sptinc_p90p100_992_j_US,p90p100,1949,3.834
USA,sptinc_p90p100_992_j_US,p90p100,1950,3.906
USA,sptinc_p90p100_992_j_US,p90p100,1951,3.792
USA,sptinc_p90p100_992_j_US,p90p100,1952,3.664
USA,sptinc_p90p100_992_j_US,p90p100,1953,3.567
USA,sptinc_p90p100_992_j_US,p90p100,1954,3.598
USA,sptinc_p90p100_992_j_US,p90p100,1955,3.673
USA,sptinc_p90p100_992_j_US,p90p100,1956,3.572
USA,sptinc_p90p100_992_j_US,p90p100,1957,3.567
USA,sptinc_p90p100_992_j_US,p90p100,1958,3.551
USA,sptinc_p90p100_992_j_US,p90p100,1959,3.596
USA,sptinc_p90p100_992_j_US,p90p100,1960,355
USA,sptinc_p90p100_992_j_US,p90p100,1961,3.561
USA,sptinc_p90p100_992_j_US,p90p100,1962,3.615
USA,sptinc_p90p100_992_j_US,p90p100,1963,3.659
USA,sptinc_p90p100_992_j_US,p90p100,1964,3.699
USA,sptinc_p90p100_992_j_US,p90p100,1965,3.665
USA,sptinc_p90p100_992_j_US,p90p100,1966,3.634
USA,sptinc_p90p100_992_j_US,p90p100,1967,3.526
USA,sptinc_p90p100_992_j_US,p90p100,1968,355
USA,sptinc_p90p100_992_j_US,p90p100,1969,341
USA,sptinc_p90p100_992_j_US,p90p100,1970,3.354
USA,sptinc_p90p100_992_j_US,p90p100,1971,3.409
USA,sptinc_p90p100_992_j_US,p90p100,1972,3.441
USA,sptinc_p90p100_992_j_US,p90p100,1973,3.462
USA,sptinc_p90p100_992_j_US,p90p100,1974,3.356
USA,sptinc_p90p100_992_j_US,p90p100,1975,3.396
USA,sptinc_p90p100_992_j_US,p90p100,1976,3.388
USA,sptinc_p90p100_992_j_US,p90p100,1977,3.429
USA,sptinc_p90p100_992_j_US,p90p100,1978,3.401
USA,sptinc_p90p100_992_j_US,p90p100,1979,343
USA,sptinc_p90p100_992_j_US,p90p100,1980,3.385
USA,sptinc_p90p100_992_j_US,p90p100,1981,3.432
USA,sptinc_p90p100_992_j_US,p90p100,1982,3.461
USA,sptinc_p90p100_992_j_US,p90p100,1983,3.534
USA,sptinc_p90p100_992_j_US,p90p100,1984,3.649
USA,sptinc_p90p100_992_j_US,p90p100,1985,3.658
USA,sptinc_p90p100_992_j_US,p90p100,1986,3.634
USA,sptinc_p90p100_992_j_US,p90p100,1987,3.746
USA,sptinc_p90p100_992_j_US,p90p100,1988,3.925
USA,sptinc_p90p100_992_j_US,p90p100,1989,3.879
USA,sptinc_p90p100_992_j_US,p90p100,1990,3.876
USA,sptinc_p90p100_992_j_US,p90p100,1991,3.833
USA,sptinc_p90p100_992_j_US,p90p100,1992,3.943
USA,sptinc_p90p100_992_j_US,p90p100,1993,3.909
USA,sptinc_p90p100_992_j_US,p90p100,1994,3.915
USA,sptinc_p90p100_992_j_US,p90p100,1995,399
USA,sptinc_p90p100_992_j_US,p90p100,1996,408
USA,sptinc_p90p100_992_j_US,p90p100,1997,4.152
USA,sptinc_p90p100_992_j_US,p90p100,1998,4.191
USA,sptinc_p90p100_992_j_US,p90p100,1999,4.228
USA,sptinc_p90p100_992_j_US,p90p100,2000,4.275
USA,sptinc_p90p100_992_j_US,p90p100,2001,4.195
USA,sptinc_p90p100_992_j_US,p90p100,2002,4.151
USA,sptinc_p90p100_992_j_US,p90p100,2003,4.164
USA,sptinc_p90p100_992_j_US,p90p100,2004,4.243
USA,sptinc_p90p100_992_j_US,p90p100,2005,4.358
USA,sptinc_p90p100_992_j_US,p90p100,2006,443
USA,sptinc_p90p100_992_j_US,p90p100,2007,4.402
USA,sptinc_p90p100_992_j_US,p90p100,2008,4.355
USA,sptinc_p90p100_992_j_US,p90p100,2009,4.245
USA,sptinc_p90p100_992_j_US,p90p100,2010,4.387
USA,sptinc_p90p100_992_j_US,p90p100,2011,4.426
USA,sptinc_p90p100_992_j_US,p90p100,2012,4.557
USA,sptinc_p90p100_992_j_US,p90p100,2013,4.491
USA,sptinc_p90p100_992_j_US,p90p100,2014,4.559
USA,sptinc_p90p100_992_j_US,p90p100,2015,4.551
USA,sptinc_p90p100_992_j_US,p90p100,2016,4.532
USA,sptinc_p90p100_992_j_US,p90p100,2017,4.546
USA,sptinc_p90p100_992_j_US,p90p100,2018,4.583
USA,sptinc_p90p100_992_j_US,p90p100,2019,4.569
USA,sptinc_p90p100_992_j_US,p90p100,2020,4.441
USA,sptinc_p90p100_992_j_US,p90p100,2021,456
USA,sptinc_p99p100_992_j_US,p99p100,1913,2.043
USA,sptinc_p99p100_992_j_US,p99p100,1914,2.092
USA,sptinc_p99p100_992_j_US,p99p100,1915,2.028
USA,sptinc_p99p100_992_j_US,p99p100,1916,2.137
USA,sptinc_p99p100_992_j_US,p99p100,1917,213
USA,sptinc_p99p100_992_j_US,p99p100,1918,197
USA,sptinc_p99p100_992_j_US,p99p100,1919,2.164
USA,sptinc_p99p100_992_j_US,p99p100,1920,1.913
USA,sptinc_p99p100_992_j_US,p99p100,1921,1.918
USA,sptinc_p99p100_992_j_US,p99p100,1922,1.858
USA,sptinc_p99p100_992_j_US,p99p100,1923,1.771
USA,sptinc_p99p100_992_j_US,p99p100,1924,1.847
USA,sptinc_p99p100_992_j_US,p99p100,1925,2.069
USA,sptinc_p99p100_992_j_US,p99p100,1926,2.192
USA,sptinc_p99p100_992_j_US,p99p100,1927,2.124
USA,sptinc_p99p100_992_j_US,p99p100,1928,2.229
USA,sptinc_p99p100_992_j_US,p99p100,1929,2.218
USA,sptinc_p99p100_992_j_US,p99p100,1930,1.938
USA,sptinc_p99p100_992_j_US,p99p100,1931,1.677
USA,sptinc_p99p100_992_j_US,p99p100,1932,1.652
USA,sptinc_p99p100_992_j_US,p99p100,1933,1.748
USA,sptinc_p99p100_992_j_US,p99p100,1934,1.907
USA,sptinc_p99p100_992_j_US,p99p100,1935,1.933
USA,sptinc_p99p100_992_j_US,p99p100,1936,2.092
USA,sptinc_p99p100_992_j_US,p99p100,1937,2.064
USA,sptinc_p99p100_992_j_US,p99p100,1938,1.864
USA,sptinc_p99p100_992_j_US,p99p100,1939,1.957
USA,sptinc_p99p100_992_j_US,p99p100,1940,2.086
USA,sptinc_p99p100_992_j_US,p99p100,1941,2.156
USA,sptinc_p99p100_992_j_US,p99p100,1942,2.058
USA,sptinc_p99p100_992_j_US,p99p100,1943,186
USA,sptinc_p99p100_992_j_US,p99p100,1944,1.535
USA,sptinc_p99p100_992_j_US,p99p100,1945,1.427
USA,sptinc_p99p100_992_j_US,p99p100,1946,1.429
USA,sptinc_p99p100_992_j_US,p99p100,1947,1.498
USA,sptinc_p99p100_992_j_US,p99p100,1948,163
USA,sptinc_p99p100_992_j_US,p99p100,1949,157
USA,sptinc_p99p100_992_j_US,p99p100,1950,1.671
USA,sptinc_p99p100_992_j_US,p99p100,1951,1.601
USA,sptinc_p99p100_992_j_US,p99p100,1952,1.496
USA,sptinc_p99p100_992_j_US,p99p100,1953,1.404
USA,sptinc_p99p100_992_j_US,p99p100,1954,1.394
USA,sptinc_p99p100_992_j_US,p99p100,1955,1.463
USA,sptinc_p99p100_992_j_US,p99p100,1956,1.381
USA,sptinc_p99p100_992_j_US,p99p100,1957,1.353
USA,sptinc_p99p100_992_j_US,p99p100,1958,1.267
USA,sptinc_p99p100_992_j_US,p99p100,1959,1.321
USA,sptinc_p99p100_992_j_US,p99p100,1960,1.268
USA,sptinc_p99p100_992_j_US,p99p100,1961,1.253
USA,sptinc_p99p100_992_j_US,p99p100,1962,1.285
USA,sptinc_p99p100_992_j_US,p99p100,1963,1.299
USA,sptinc_p99p100_992_j_US,p99p100,1964,1.312
USA,sptinc_p99p100_992_j_US,p99p100,1965,1.303
USA,sptinc_p99p100_992_j_US,p99p100,1966,1.295
USA,sptinc_p99p100_992_j_US,p99p100,1967,1.238
USA,sptinc_p99p100_992_j_US,p99p100,1968,1.262
USA,sptinc_p99p100_992_j_US,p99p100,1969,116
USA,sptinc_p99p100_992_j_US,p99p100,1970,1.069
USA,sptinc_p99p100_992_j_US,p99p100,1971,1.106
USA,sptinc_p99p100_992_j_US,p99p100,1972,1.107
USA,sptinc_p99p100_992_j_US,p99p100,1973,1.089
USA,sptinc_p99p100_992_j_US,p99p100,1974,1.037
USA,sptinc_p99p100_992_j_US,p99p100,1975,1.044
USA,sptinc_p99p100_992_j_US,p99p100,1976,1.034
USA,sptinc_p99p100_992_j_US,p99p100,1977,1.059
USA,sptinc_p99p100_992_j_US,p99p100,1978,1.036
USA,sptinc_p99p100_992_j_US,p99p100,1979,1.085
USA,sptinc_p99p100_992_j_US,p99p100,1980,1.043
USA,sptinc_p99p100_992_j_US,p99p100,1981,1.066
USA,sptinc_p99p100_992_j_US,p99p100,1982,1.099
USA,sptinc_p99p100_992_j_US,p99p100,1983,1.148
USA,sptinc_p99p100_992_j_US,p99p100,1984,1.215
USA,sptinc_p99p100_992_j_US,p99p100,1985,123
USA,sptinc_p99p100_992_j_US,p99p100,1986,1.197
USA,sptinc_p99p100_992_j_US,p99p100,1987,1.323
USA,sptinc_p99p100_992_j_US,p99p100,1988,1.522
USA,sptinc_p99p100_992_j_US,p99p100,1989,147
USA,sptinc_p99p100_992_j_US,p99p100,1990,147
USA,sptinc_p99p100_992_j_US,p99p100,1991,1.365
USA,sptinc_p99p100_992_j_US,p99p100,1992,1.468
USA,sptinc_p99p100_992_j_US,p99p100,1993,1.414
USA,sptinc_p99p100_992_j_US,p99p100,1994,1.404
USA,sptinc_p99p100_992_j_US,p99p100,1995,1.452
USA,sptinc_p99p100_992_j_US,p99p100,1996,1.524
USA,sptinc_p99p100_992_j_US,p99p100,1997,1.598
USA,sptinc_p99p100_992_j_US,p99p100,1998,1.632
USA,sptinc_p99p100_992_j_US,p99p100,1999,1.676
USA,sptinc_p99p100_992_j_US,p99p100,2000,1.735
USA,sptinc_p99p100_992_j_US,p99p100,2001,166
USA,sptinc_p99p100_992_j_US,p99p100,2002,161
USA,sptinc_p99p100_992_j_US,p99p100,2003,1.633
USA,sptinc_p99p100_992_j_US,p99p100,2004,1.706
USA,sptinc_p99p100_992_j_US,p99p100,2005,1.806
USA,sptinc_p99p100_992_j_US,p99p100,2006,1.852
USA,sptinc_p99p100_992_j_US,p99p100,2007,1.837
USA,sptinc_p99p100_992_j_US,p99p100,2008,1.794
USA,sptinc_p99p100_992_j_US,p99p100,2009,1.671
USA,sptinc_p99p100_992_j_US,p99p100,2010,179
USA,sptinc_p99p100_992_j_US,p99p100,2011,1.808
USA,sptinc_p99p100_992_j_US,p99p100,2012,1.948
USA,sptinc_p99p100_992_j_US,p99p100,2013,1.847
USA,sptinc_p99p100_992_j_US,p99p100,2014,1.897
USA,sptinc_p99p100_992_j_US,p99p100,2015,1.889
USA,sptinc_p99p100_992_j_US,p99p100,2016,1.867
USA,sptinc_p99p100_992_j_US,p99p100,2017,1.905
USA,sptinc_p99p100_992_j_US,p99p100,2018,1.925
USA,sptinc_p99p100_992_j_US,p99p100,2019,1.906
USA,sptinc_p99p100_992_j_US,p99p100,2020,1.788
USA,sptinc_p99p100_992_j_US,p99p100,2021,1.903